observation_id,merchant_id,timestamp,hour,zomato_orders_count,other_platform_orders_count,dine_in_orders_count,total_kitchen_load,kitchen_capacity,utilization_rate,observable_load_ratio
OBS00006043,M000255,2026-02-14 07:32:00,7,1,0,0,1,23,0.043,1.0
OBS00006044,M000238,2026-01-08 08:39:00,8,14,0,0,14,18,0.778,1.0
OBS00006045,M000055,2026-02-27 22:21:00,22,2,0,0,2,19,0.105,1.0
OBS00006046,M000768,2026-02-17 14:12:00,14,1,0,0,1,46,0.022,1.0
OBS00006047,M000603,2026-02-13 12:52:00,12,0,0,0,0,25,0.0,0.0
OBS00006048,M000676,2026-02-01 12:41:00,12,3,3,4,10,28,0.357,0.3
OBS00006049,M000829,2026-02-21 21:52:00,21,0,0,0,0,48,0.0,0.0
OBS00006050,M000828,2026-03-01 10:21:00,10,0,0,0,0,36,0.0,0.0
OBS00006051,M000131,2026-02-21 07:44:00,7,0,0,0,0,46,0.0,0.0
OBS00006052,M000266,2026-02-10 09:52:00,9,0,0,0,0,38,0.0,0.0
OBS00006053,M000035,2026-01-24 12:20:00,12,2,2,0,4,30,0.133,0.5
OBS00006054,M000065,2026-01-13 06:23:00,6,1,0,0,1,10,0.1,1.0
OBS00006055,M000869,2026-01-30 15:17:00,15,7,0,0,7,48,0.146,1.0
OBS00006056,M000521,2026-02-22 08:51:00,8,0,0,0,0,49,0.0,0.0
OBS00006057,M000925,2026-02-09 08:22:00,8,1,0,0,1,17,0.059,1.0
OBS00006058,M000442,2026-01-22 22:47:00,22,1,0,0,1,19,0.053,1.0
OBS00006059,M000742,2026-01-13 10:32:00,10,1,0,0,1,44,0.023,1.0
OBS00006060,M000402,2026-01-14 19:05:00,19,2,0,0,2,41,0.049,1.0
OBS00006061,M000430,2026-01-12 05:49:00,5,0,0,0,0,46,0.0,0.0
OBS00006062,M000711,2026-01-31 07:26:00,7,6,2,0,8,28,0.286,0.75
OBS00006063,M000666,2026-02-15 03:14:00,3,1,0,0,1,7,0.143,1.0
OBS00006064,M000332,2026-02-18 23:35:00,23,0,0,0,0,44,0.0,0.0
OBS00006065,M000873,2026-01-24 10:01:00,10,0,0,0,0,39,0.0,0.0
OBS00006066,M000944,2026-01-06 20:22:00,20,9,4,10,23,38,0.605,0.391
OBS00006067,M000535,2026-02-01 10:04:00,10,0,0,0,0,49,0.0,0.0
OBS00006068,M000699,2026-01-07 06:21:00,6,1,1,0,2,7,0.286,0.5
OBS00006069,M000195,2026-01-07 06:11:00,6,5,4,0,9,36,0.25,0.556
OBS00006070,M000765,2026-02-01 09:15:00,9,4,2,0,6,41,0.146,0.667
OBS00006071,M000752,2026-01-24 11:46:00,11,1,1,0,2,32,0.062,0.5
OBS00006072,M000986,2026-02-06 13:04:00,13,8,10,15,33,31,1.0,0.242
OBS00006073,M000654,2026-01-21 15:45:00,15,0,0,0,0,42,0.0,0.0
OBS00006074,M000376,2026-01-31 11:36:00,11,1,0,0,1,42,0.024,1.0
OBS00006075,M000865,2026-02-07 13:53:00,13,5,6,0,11,49,0.224,0.455
OBS00006076,M000864,2026-01-17 23:36:00,23,0,0,0,0,43,0.0,0.0
OBS00006077,M000491,2026-01-15 18:36:00,18,1,0,0,1,7,0.143,1.0
OBS00006078,M000767,2026-01-10 22:47:00,22,0,0,0,0,5,0.0,0.0
OBS00006079,M000681,2026-01-22 08:14:00,8,0,0,0,0,19,0.0,0.0
OBS00006080,M000762,2026-02-20 17:38:00,17,1,0,0,1,5,0.2,1.0
OBS00006081,M000563,2026-01-24 09:05:00,9,3,0,0,3,23,0.13,1.0
OBS00006082,M000683,2026-01-18 21:58:00,21,1,2,0,3,16,0.188,0.333
OBS00006083,M000869,2026-02-24 23:05:00,23,6,0,0,6,48,0.125,1.0
OBS00006084,M000641,2026-02-16 23:51:00,23,27,20,0,47,39,1.0,0.574
OBS00006085,M000210,2026-01-17 14:59:00,14,9,0,0,9,15,0.6,1.0
OBS00006086,M000095,2026-02-06 13:29:00,13,0,0,0,0,13,0.0,0.0
OBS00006087,M000469,2026-02-08 15:03:00,15,0,0,0,0,36,0.0,0.0
OBS00006088,M000546,2026-02-23 05:44:00,5,1,0,0,1,6,0.167,1.0
OBS00006089,M000148,2026-01-28 20:31:00,20,3,1,0,4,19,0.211,0.75
OBS00006090,M000196,2026-02-10 19:56:00,19,5,1,0,6,39,0.154,0.833
OBS00006091,M000907,2026-01-25 19:01:00,19,8,10,0,18,47,0.383,0.444
OBS00006092,M000748,2026-02-27 08:43:00,8,0,0,0,0,43,0.0,0.0
OBS00006093,M000235,2026-01-09 12:10:00,12,5,7,4,16,26,0.615,0.312
OBS00006094,M000877,2026-02-11 10:45:00,10,4,0,0,4,22,0.182,1.0
OBS00006095,M000870,2026-02-24 14:25:00,14,22,16,0,38,43,0.884,0.579
OBS00006096,M000015,2026-01-19 12:45:00,12,4,3,4,11,43,0.256,0.364
OBS00006097,M000782,2026-02-05 17:04:00,17,0,0,0,0,17,0.0,0.0
OBS00006098,M000973,2026-02-23 15:33:00,15,2,2,0,4,39,0.103,0.5
OBS00006099,M000383,2026-01-24 02:33:00,2,57,38,0,95,7,1.0,0.6
OBS00006100,M000459,2026-01-03 20:19:00,20,0,0,0,0,48,0.0,0.0
OBS00006101,M000334,2026-01-27 19:22:00,19,3,3,5,11,26,0.423,0.273
OBS00006102,M000166,2026-02-27 17:56:00,17,0,0,0,0,36,0.0,0.0
OBS00006103,M000187,2026-01-04 11:07:00,11,4,0,0,4,37,0.108,1.0
OBS00006104,M000595,2026-02-01 00:32:00,0,0,0,0,0,43,0.0,0.0
OBS00006105,M000820,2026-02-22 11:51:00,11,0,0,0,0,48,0.0,0.0
OBS00006106,M000957,2026-02-21 14:19:00,14,0,0,0,0,39,0.0,0.0
OBS00006107,M000776,2026-01-18 00:37:00,0,0,0,0,0,49,0.0,0.0
OBS00006108,M000953,2026-02-28 03:36:00,3,1,2,0,3,18,0.167,0.333
OBS00006109,M000143,2026-02-15 09:01:00,9,0,0,0,0,34,0.0,0.0
OBS00006110,M000818,2026-01-05 04:48:00,4,12,0,0,12,23,0.522,1.0
OBS00006111,M000640,2026-01-01 13:52:00,13,3,0,3,6,23,0.261,0.5
OBS00006112,M000117,2026-02-05 09:24:00,9,6,5,0,11,32,0.344,0.545
OBS00006113,M000961,2026-02-12 02:54:00,2,1,1,0,2,25,0.08,0.5
OBS00006114,M000825,2026-02-24 20:06:00,20,0,0,0,0,24,0.0,0.0
OBS00006115,M000899,2026-01-13 10:03:00,10,0,0,0,0,13,0.0,0.0
OBS00006116,M000300,2026-02-02 00:18:00,0,12,6,0,18,19,0.947,0.667
OBS00006117,M000830,2026-01-08 20:07:00,20,1,0,3,4,44,0.091,0.25
OBS00006118,M000442,2026-01-13 07:58:00,7,6,7,0,13,19,0.684,0.462
OBS00006119,M000953,2026-02-13 17:08:00,17,0,0,0,0,18,0.0,0.0
OBS00006120,M000395,2026-02-05 17:31:00,17,1,1,0,2,14,0.143,0.5
OBS00006121,M000795,2026-02-11 23:38:00,23,0,0,0,0,35,0.0,0.0
OBS00006122,M000688,2026-01-23 03:55:00,3,4,6,0,10,27,0.37,0.4
OBS00006123,M000929,2026-01-03 07:20:00,7,0,0,0,0,16,0.0,0.0
OBS00006124,M000978,2026-01-07 19:35:00,19,0,0,0,0,47,0.0,0.0
OBS00006125,M000611,2026-01-06 17:46:00,17,4,5,0,9,12,0.75,0.444
OBS00006126,M000973,2026-02-10 20:17:00,20,10,4,0,14,39,0.359,0.714
OBS00006127,M000878,2026-02-27 17:33:00,17,0,0,0,0,9,0.0,0.0
OBS00006128,M000100,2026-02-07 16:49:00,16,1,2,0,3,29,0.103,0.333
OBS00006129,M000383,2026-01-20 03:34:00,3,61,53,0,114,7,1.0,0.535
OBS00006130,M000139,2026-01-02 12:59:00,12,3,2,5,10,44,0.227,0.3
OBS00006131,M000179,2026-02-12 04:07:00,4,0,0,0,0,36,0.0,0.0
OBS00006132,M000666,2026-01-07 19:51:00,19,1,0,0,1,7,0.143,1.0
OBS00006133,M000171,2026-02-16 11:08:00,11,6,7,0,13,40,0.325,0.462
OBS00006134,M000793,2026-01-31 06:13:00,6,0,0,0,0,31,0.0,0.0
OBS00006135,M000144,2026-01-13 04:54:00,4,28,29,0,57,16,1.0,0.491
OBS00006136,M000939,2026-01-25 18:12:00,18,1,1,0,2,9,0.222,0.5
OBS00006137,M000663,2026-02-26 10:38:00,10,0,0,0,0,49,0.0,0.0
OBS00006138,M000327,2026-02-23 11:46:00,11,0,0,0,0,40,0.0,0.0
OBS00006139,M000450,2026-01-12 18:27:00,18,0,0,0,0,24,0.0,0.0
OBS00006140,M000543,2026-02-10 12:18:00,12,14,12,0,26,32,0.812,0.538
OBS00006141,M000358,2026-01-16 17:49:00,17,3,4,0,7,12,0.583,0.429
OBS00006142,M000356,2026-02-20 14:03:00,14,0,0,0,0,21,0.0,0.0
OBS00006143,M000259,2026-01-26 00:10:00,0,0,0,0,0,47,0.0,0.0
OBS00006144,M000694,2026-01-22 19:30:00,19,5,0,0,5,27,0.185,1.0
OBS00006145,M000334,2026-02-22 19:27:00,19,4,2,6,12,26,0.462,0.333
OBS00006146,M000762,2026-01-29 02:56:00,2,3,1,0,4,5,0.8,0.75
OBS00006147,M000906,2026-01-30 20:29:00,20,4,0,3,7,15,0.467,0.571
OBS00006148,M000464,2026-01-10 20:02:00,20,4,0,0,4,22,0.182,1.0
OBS00006149,M000116,2026-01-07 12:56:00,12,0,0,0,0,13,0.0,0.0
OBS00006150,M000151,2026-02-23 12:40:00,12,8,12,0,20,30,0.667,0.4
OBS00006151,M000549,2026-01-05 19:40:00,19,3,4,5,12,34,0.353,0.25
OBS00006152,M000753,2026-02-14 06:48:00,6,26,22,0,48,34,1.0,0.542
OBS00006153,M000099,2026-02-14 16:32:00,16,4,7,0,11,19,0.579,0.364
OBS00006154,M000504,2026-01-23 00:31:00,0,0,0,0,0,36,0.0,0.0
OBS00006155,M000480,2026-01-11 17:28:00,17,0,0,0,0,35,0.0,0.0
OBS00006156,M000277,2026-01-08 21:33:00,21,3,0,0,3,18,0.167,1.0
OBS00006157,M000122,2026-02-27 00:52:00,0,0,0,0,0,27,0.0,0.0
OBS00006158,M000149,2026-01-26 15:35:00,15,2,1,0,3,20,0.15,0.667
OBS00006159,M000230,2026-01-18 03:03:00,3,1,0,0,1,15,0.067,1.0
OBS00006160,M000206,2026-01-16 00:54:00,0,2,0,0,2,42,0.048,1.0
OBS00006161,M000168,2026-01-20 16:11:00,16,1,1,0,2,25,0.08,0.5
OBS00006162,M000872,2026-01-14 00:05:00,0,3,2,0,5,20,0.25,0.6
OBS00006163,M000394,2026-02-18 19:22:00,19,1,0,0,1,34,0.029,1.0
OBS00006164,M000111,2026-01-11 07:16:00,7,0,0,0,0,23,0.0,0.0
OBS00006165,M000558,2026-01-06 10:50:00,10,3,1,0,4,25,0.16,0.75
OBS00006166,M000404,2026-01-03 17:46:00,17,3,0,0,3,26,0.115,1.0
OBS00006167,M000641,2026-02-15 17:48:00,17,15,11,0,26,39,0.667,0.577
OBS00006168,M000643,2026-02-28 12:07:00,12,3,3,6,12,32,0.375,0.25
OBS00006169,M000428,2026-02-20 11:09:00,11,1,1,0,2,35,0.057,0.5
OBS00006170,M000478,2026-02-07 13:27:00,13,0,0,0,0,30,0.0,0.0
OBS00006171,M000444,2026-01-28 17:13:00,17,5,3,0,8,43,0.186,0.625
OBS00006172,M000468,2026-01-13 06:02:00,6,0,0,0,0,29,0.0,0.0
OBS00006173,M000093,2026-01-17 17:47:00,17,0,0,0,0,47,0.0,0.0
OBS00006174,M000102,2026-02-17 09:31:00,9,2,1,0,3,12,0.25,0.667
OBS00006175,M000577,2026-01-23 07:39:00,7,0,0,0,0,38,0.0,0.0
OBS00006176,M000362,2026-02-26 18:41:00,18,1,2,0,3,24,0.125,0.333
OBS00006177,M000167,2026-02-20 20:10:00,20,13,15,25,53,32,1.0,0.245
OBS00006178,M000688,2026-01-05 07:17:00,7,2,3,0,5,27,0.185,0.4
OBS00006179,M000505,2026-01-09 20:35:00,20,0,0,0,0,39,0.0,0.0
OBS00006180,M000270,2026-01-18 19:38:00,19,3,3,0,6,25,0.24,0.5
OBS00006181,M000868,2026-02-11 16:06:00,16,0,0,0,0,11,0.0,0.0
OBS00006182,M000774,2026-02-10 01:03:00,1,4,7,0,11,42,0.262,0.364
OBS00006183,M000889,2026-02-22 01:28:00,1,11,8,0,19,8,1.0,0.579
OBS00006184,M000745,2026-02-27 09:49:00,9,1,0,0,1,32,0.031,1.0
OBS00006185,M000043,2026-01-12 19:14:00,19,0,0,0,0,20,0.0,0.0
OBS00006186,M000730,2026-01-04 18:14:00,18,0,0,0,0,12,0.0,0.0
OBS00006187,M000564,2026-02-21 02:29:00,2,0,0,0,0,19,0.0,0.0
OBS00006188,M000714,2026-01-19 20:27:00,20,19,11,27,57,47,1.0,0.333
OBS00006189,M000332,2026-01-28 20:27:00,20,0,0,0,0,44,0.0,0.0
OBS00006190,M000667,2026-01-08 10:45:00,10,22,0,0,22,28,0.786,1.0
OBS00006191,M000832,2026-01-31 12:21:00,12,4,4,0,8,21,0.381,0.5
OBS00006192,M000797,2026-01-25 00:09:00,0,3,0,0,3,10,0.3,1.0
OBS00006193,M000329,2026-01-20 19:42:00,19,13,0,0,13,15,0.867,1.0
OBS00006194,M000254,2026-02-08 09:29:00,9,0,0,0,0,33,0.0,0.0
OBS00006195,M000275,2026-01-19 01:31:00,1,0,0,0,0,42,0.0,0.0
OBS00006196,M000930,2026-01-17 10:02:00,10,14,12,0,26,27,0.963,0.538
OBS00006197,M000898,2026-02-04 03:00:00,3,0,0,0,0,36,0.0,0.0
OBS00006198,M000916,2026-02-03 15:12:00,15,1,1,0,2,36,0.056,0.5
OBS00006199,M000559,2026-01-20 09:56:00,9,1,2,0,3,34,0.088,0.333
OBS00006200,M000572,2026-02-09 15:45:00,15,0,0,0,0,13,0.0,0.0
OBS00006201,M000176,2026-02-17 19:44:00,19,9,6,0,15,19,0.789,0.6
OBS00006202,M000745,2026-02-23 07:27:00,7,2,0,0,2,32,0.062,1.0
OBS00006203,M000338,2026-03-01 12:17:00,12,3,0,0,3,44,0.068,1.0
OBS00006204,M000262,2026-01-22 21:40:00,21,12,0,0,12,23,0.522,1.0
OBS00006205,M000995,2026-02-24 15:23:00,15,0,0,0,0,21,0.0,0.0
OBS00006206,M000232,2026-01-14 20:48:00,20,11,10,13,34,15,1.0,0.324
OBS00006207,M000087,2026-02-24 12:23:00,12,56,0,67,123,15,1.0,0.455
OBS00006208,M000574,2026-02-27 06:04:00,6,5,5,0,10,48,0.208,0.5
OBS00006209,M000091,2026-02-20 09:59:00,9,0,0,0,0,31,0.0,0.0
OBS00006210,M000011,2026-01-21 14:51:00,14,0,0,0,0,38,0.0,0.0
OBS00006211,M000067,2026-01-02 02:14:00,2,1,0,0,1,44,0.023,1.0
OBS00006212,M000961,2026-01-04 01:45:00,1,1,1,0,2,25,0.08,0.5
OBS00006213,M000247,2026-01-28 17:10:00,17,5,5,0,10,20,0.5,0.5
OBS00006214,M000021,2026-01-31 02:49:00,2,1,0,0,1,9,0.111,1.0
OBS00006215,M000069,2026-01-24 16:59:00,16,1,0,0,1,19,0.053,1.0
OBS00006216,M000865,2026-02-11 01:12:00,1,2,1,0,3,49,0.061,0.667
OBS00006217,M000467,2026-01-27 13:45:00,13,8,6,8,22,8,1.0,0.364
OBS00006218,M000511,2026-01-12 07:55:00,7,3,1,0,4,9,0.444,0.75
OBS00006219,M000813,2026-01-25 19:24:00,19,1,0,1,2,18,0.111,0.5
OBS00006220,M000686,2026-01-20 04:25:00,4,2,4,0,6,30,0.2,0.333
OBS00006221,M000327,2026-02-11 20:52:00,20,0,0,0,0,40,0.0,0.0
OBS00006222,M000854,2026-03-01 08:46:00,8,3,0,0,3,49,0.061,1.0
OBS00006223,M000129,2026-01-26 01:07:00,1,4,0,0,4,41,0.098,1.0
OBS00006224,M000677,2026-01-23 03:07:00,3,0,0,0,0,9,0.0,0.0
OBS00006225,M000524,2026-01-25 07:07:00,7,1,0,0,1,17,0.059,1.0
OBS00006226,M000071,2026-03-01 06:21:00,6,3,3,0,6,49,0.122,0.5
OBS00006227,M000918,2026-02-07 22:35:00,22,2,0,0,2,10,0.2,1.0
OBS00006228,M000717,2026-01-29 02:09:00,2,0,0,0,0,8,0.0,0.0
OBS00006229,M000841,2026-02-18 20:22:00,20,0,0,0,0,18,0.0,0.0
OBS00006230,M000451,2026-01-03 04:04:00,4,0,0,0,0,30,0.0,0.0
OBS00006231,M000493,2026-01-24 18:58:00,18,0,0,0,0,7,0.0,0.0
OBS00006232,M000301,2026-02-21 05:28:00,5,0,0,0,0,44,0.0,0.0
OBS00006233,M000793,2026-02-15 09:30:00,9,0,0,0,0,31,0.0,0.0
OBS00006234,M000441,2026-01-13 23:40:00,23,6,7,0,13,46,0.283,0.462
OBS00006235,M000483,2026-01-15 10:31:00,10,7,7,0,14,12,1.0,0.5
OBS00006236,M000695,2026-01-27 08:47:00,8,0,0,0,0,5,0.0,0.0
OBS00006237,M000864,2026-02-11 13:52:00,13,7,0,0,7,43,0.163,1.0
OBS00006238,M000790,2026-02-03 13:53:00,13,4,0,0,4,18,0.222,1.0
OBS00006239,M000296,2026-01-27 01:44:00,1,0,0,0,0,5,0.0,0.0
OBS00006240,M000063,2026-02-18 15:18:00,15,0,0,0,0,12,0.0,0.0
OBS00006241,M000318,2026-01-13 08:27:00,8,2,1,0,3,32,0.094,0.667
OBS00006242,M000825,2026-02-11 01:44:00,1,0,0,0,0,24,0.0,0.0
OBS00006243,M000150,2026-02-05 19:42:00,19,3,3,2,8,21,0.381,0.375
OBS00006244,M000463,2026-01-09 21:22:00,21,7,1,0,8,39,0.205,0.875
OBS00006245,M000263,2026-02-03 02:13:00,2,1,0,0,1,27,0.037,1.0
OBS00006246,M000977,2026-03-01 09:17:00,9,26,24,0,50,48,1.0,0.52
OBS00006247,M000897,2026-02-22 14:35:00,14,0,0,0,0,44,0.0,0.0
OBS00006248,M000927,2026-02-09 06:04:00,6,0,0,0,0,7,0.0,0.0
OBS00006249,M000511,2026-02-03 13:42:00,13,4,3,3,10,9,1.0,0.4
OBS00006250,M000788,2026-01-25 09:43:00,9,0,0,0,0,10,0.0,0.0
OBS00006251,M000360,2026-02-22 12:15:00,12,60,44,0,104,35,1.0,0.577
OBS00006252,M000373,2026-01-10 09:58:00,9,31,27,0,58,48,1.0,0.534
OBS00006253,M000667,2026-01-31 00:12:00,0,34,0,0,34,28,1.0,1.0
OBS00006254,M000844,2026-01-17 17:49:00,17,0,0,0,0,8,0.0,0.0
OBS00006255,M000415,2026-01-29 08:39:00,8,0,0,0,0,32,0.0,0.0
OBS00006256,M000873,2026-01-06 12:17:00,12,0,0,0,0,39,0.0,0.0
OBS00006257,M000396,2026-02-11 07:59:00,7,1,1,0,2,43,0.047,0.5
OBS00006258,M000145,2026-02-16 05:12:00,5,0,0,0,0,14,0.0,0.0
OBS00006259,M000199,2026-02-17 19:43:00,19,0,0,0,0,10,0.0,0.0
OBS00006260,M000115,2026-02-18 13:34:00,13,0,0,0,0,32,0.0,0.0
OBS00006261,M000042,2026-01-14 14:53:00,14,9,6,0,15,26,0.577,0.6
OBS00006262,M000297,2026-02-26 22:15:00,22,4,3,0,7,11,0.636,0.571
OBS00006263,M000517,2026-02-05 23:26:00,23,9,5,0,14,43,0.326,0.643
OBS00006264,M000435,2026-01-19 15:25:00,15,2,0,0,2,29,0.069,1.0
OBS00006265,M000381,2026-01-16 03:25:00,3,1,2,0,3,41,0.073,0.333
OBS00006266,M000578,2026-01-31 20:24:00,20,12,6,0,18,20,0.9,0.667
OBS00006267,M000592,2026-02-01 21:04:00,21,1,0,0,1,44,0.023,1.0
OBS00006268,M000241,2026-01-26 03:18:00,3,2,0,0,2,40,0.05,1.0
OBS00006269,M000038,2026-01-23 00:22:00,0,3,0,0,3,32,0.094,1.0
OBS00006270,M000817,2026-01-28 13:23:00,13,0,0,0,0,19,0.0,0.0
OBS00006271,M000977,2026-02-18 21:58:00,21,67,57,0,124,48,1.0,0.54
OBS00006272,M000958,2026-03-01 09:03:00,9,0,0,0,0,15,0.0,0.0
OBS00006273,M000299,2026-03-01 07:29:00,7,0,0,0,0,5,0.0,0.0
OBS00006274,M000108,2026-02-06 16:15:00,16,3,2,0,5,21,0.238,0.6
OBS00006275,M000248,2026-02-16 08:44:00,8,2,0,0,2,9,0.222,1.0
OBS00006276,M000200,2026-01-17 13:42:00,13,7,8,10,25,29,0.862,0.28
OBS00006277,M000815,2026-01-03 10:33:00,10,0,0,0,0,11,0.0,0.0
OBS00006278,M000033,2026-01-23 02:48:00,2,2,1,0,3,47,0.064,0.667
OBS00006279,M000060,2026-02-12 12:07:00,12,0,0,0,0,22,0.0,0.0
OBS00006280,M000847,2026-02-19 11:08:00,11,1,1,0,2,32,0.062,0.5
OBS00006281,M000961,2026-02-05 08:31:00,8,0,0,0,0,25,0.0,0.0
OBS00006282,M000834,2026-01-06 11:24:00,11,1,0,0,1,47,0.021,1.0
OBS00006283,M000443,2026-02-02 18:20:00,18,2,0,0,2,19,0.105,1.0
OBS00006284,M000845,2026-02-20 20:11:00,20,0,0,0,0,44,0.0,0.0
OBS00006285,M000058,2026-01-13 21:47:00,21,0,0,0,0,34,0.0,0.0
OBS00006286,M000070,2026-02-03 10:28:00,10,0,0,0,0,32,0.0,0.0
OBS00006287,M000308,2026-02-23 12:07:00,12,3,1,6,10,24,0.417,0.3
OBS00006288,M000215,2026-03-01 22:13:00,22,25,0,0,25,16,1.0,1.0
OBS00006289,M000129,2026-02-03 23:01:00,23,0,0,0,0,41,0.0,0.0
OBS00006290,M000969,2026-02-16 17:10:00,17,3,4,0,7,22,0.318,0.429
OBS00006291,M000544,2026-02-22 19:41:00,19,4,2,2,8,29,0.276,0.5
OBS00006292,M000434,2026-02-08 20:36:00,20,7,4,0,11,17,0.647,0.636
OBS00006293,M000471,2026-01-27 10:53:00,10,6,0,0,6,17,0.353,1.0
OBS00006294,M000390,2026-02-05 22:30:00,22,1,0,0,1,44,0.023,1.0
OBS00006295,M000932,2026-02-22 13:11:00,13,3,3,0,6,37,0.162,0.5
OBS00006296,M000330,2026-01-15 11:10:00,11,9,6,0,15,12,1.0,0.6
OBS00006297,M000495,2026-02-07 13:56:00,13,1,1,1,3,38,0.079,0.333
OBS00006298,M000806,2026-02-03 02:51:00,2,2,0,0,2,24,0.083,1.0
OBS00006299,M000941,2026-02-12 23:16:00,23,0,0,0,0,34,0.0,0.0
OBS00006300,M000753,2026-01-13 14:57:00,14,67,58,0,125,34,1.0,0.536
OBS00006301,M000307,2026-02-04 05:34:00,5,2,3,0,5,18,0.278,0.4
OBS00006302,M000551,2026-02-02 14:05:00,14,1,1,0,2,17,0.118,0.5
OBS00006303,M000202,2026-01-15 10:06:00,10,0,0,0,0,33,0.0,0.0
OBS00006304,M000023,2026-01-31 17:42:00,17,3,4,0,7,7,1.0,0.429
OBS00006305,M000884,2026-01-30 07:20:00,7,0,0,0,0,27,0.0,0.0
OBS00006306,M000436,2026-02-18 08:17:00,8,3,1,0,4,22,0.182,0.75
OBS00006307,M000561,2026-02-24 13:18:00,13,1,1,0,2,21,0.095,0.5
OBS00006308,M000274,2026-01-09 18:17:00,18,1,0,0,1,24,0.042,1.0
OBS00006309,M000651,2026-02-11 14:08:00,14,11,5,0,16,28,0.571,0.688
OBS00006310,M000512,2026-01-27 22:22:00,22,1,0,0,1,29,0.034,1.0
OBS00006311,M000339,2026-02-08 22:55:00,22,1,0,0,1,30,0.033,1.0
OBS00006312,M000659,2026-01-02 16:05:00,16,0,0,0,0,16,0.0,0.0
OBS00006313,M000187,2026-02-25 03:25:00,3,4,0,0,4,37,0.108,1.0
OBS00006314,M000377,2026-01-25 15:12:00,15,3,0,0,3,28,0.107,1.0
OBS00006315,M000866,2026-02-21 03:33:00,3,2,2,0,4,6,0.667,0.5
OBS00006316,M000066,2026-02-09 17:03:00,17,0,0,0,0,16,0.0,0.0
OBS00006317,M000628,2026-02-06 05:15:00,5,0,0,0,0,42,0.0,0.0
OBS00006318,M000502,2026-01-30 06:44:00,6,1,1,0,2,10,0.2,0.5
OBS00006319,M000198,2026-02-21 14:50:00,14,10,6,0,16,9,1.0,0.625
OBS00006320,M000442,2026-02-02 23:01:00,23,3,1,0,4,19,0.211,0.75
OBS00006321,M000699,2026-01-14 23:36:00,23,0,0,0,0,7,0.0,0.0
OBS00006322,M000508,2026-01-19 11:13:00,11,0,0,0,0,16,0.0,0.0
OBS00006323,M000501,2026-01-05 01:03:00,1,1,0,0,1,12,0.083,1.0
OBS00006324,M000216,2026-01-14 07:22:00,7,0,0,0,0,47,0.0,0.0
OBS00006325,M000154,2026-01-20 05:22:00,5,0,0,0,0,30,0.0,0.0
OBS00006326,M000845,2026-01-12 17:51:00,17,1,0,0,1,44,0.023,1.0
OBS00006327,M000991,2026-02-10 23:49:00,23,0,0,0,0,44,0.0,0.0
OBS00006328,M000514,2026-01-14 21:52:00,21,0,0,0,0,35,0.0,0.0
OBS00006329,M000131,2026-02-01 10:53:00,10,0,0,0,0,46,0.0,0.0
OBS00006330,M000870,2026-01-10 06:40:00,6,9,5,0,14,43,0.326,0.643
OBS00006331,M000221,2026-01-02 05:53:00,5,0,0,0,0,7,0.0,0.0
OBS00006332,M000647,2026-02-23 10:41:00,10,0,0,0,0,44,0.0,0.0
OBS00006333,M000085,2026-01-26 17:00:00,17,1,1,0,2,44,0.045,0.5
OBS00006334,M000785,2026-01-05 16:43:00,16,5,0,0,5,21,0.238,1.0
OBS00006335,M000553,2026-01-03 11:54:00,11,0,0,0,0,33,0.0,0.0
OBS00006336,M000605,2026-01-03 12:52:00,12,3,4,2,9,27,0.333,0.333
OBS00006337,M000416,2026-01-30 01:39:00,1,2,0,0,2,36,0.056,1.0
OBS00006338,M000507,2026-01-02 15:02:00,15,3,4,0,7,7,1.0,0.429
OBS00006339,M000996,2026-02-02 06:44:00,6,0,0,0,0,21,0.0,0.0
OBS00006340,M000468,2026-02-25 12:11:00,12,0,0,0,0,29,0.0,0.0
OBS00006341,M000137,2026-02-19 17:58:00,17,2,0,0,2,12,0.167,1.0
OBS00006342,M000632,2026-02-22 13:32:00,13,22,18,26,66,30,1.0,0.333
OBS00006343,M000265,2026-02-21 11:44:00,11,0,0,0,0,15,0.0,0.0
OBS00006344,M000696,2026-02-04 19:52:00,19,0,0,0,0,29,0.0,0.0
OBS00006345,M000616,2026-02-11 11:35:00,11,0,0,0,0,25,0.0,0.0
OBS00006346,M000882,2026-02-03 11:29:00,11,0,0,0,0,47,0.0,0.0
OBS00006347,M000556,2026-02-21 03:34:00,3,2,0,0,2,17,0.118,1.0
OBS00006348,M000951,2026-01-27 10:33:00,10,2,0,0,2,45,0.044,1.0
OBS00006349,M000296,2026-01-16 07:35:00,7,1,1,0,2,5,0.4,0.5
OBS00006350,M000891,2026-02-17 21:33:00,21,0,0,0,0,27,0.0,0.0
OBS00006351,M000288,2026-01-10 11:46:00,11,2,1,0,3,9,0.333,0.667
OBS00006352,M000948,2026-02-20 12:54:00,12,2,3,3,8,18,0.444,0.25
OBS00006353,M000928,2026-01-15 08:56:00,8,2,0,0,2,13,0.154,1.0
OBS00006354,M000985,2026-02-28 11:26:00,11,3,0,0,3,30,0.1,1.0
OBS00006355,M000416,2026-01-04 22:57:00,22,0,0,0,0,36,0.0,0.0
OBS00006356,M000868,2026-01-28 16:49:00,16,0,0,0,0,11,0.0,0.0
OBS00006357,M000372,2026-02-27 23:30:00,23,2,1,0,3,11,0.273,0.667
OBS00006358,M000883,2026-01-27 08:09:00,8,2,0,0,2,49,0.041,1.0
